reading uai file ../../../data//deer_rescaled_0034.K20.F100.model.uai
done reading uai file
normalizing #tables=1830
prob.avg_domain_size=21
prob.N=1
param.rho=1
param.eta=1
@0: T=60, n=781830, nf=0, m=0, me=74400
iter=0, #inner=1, relaxed-p-obj=nan, decoded_t=8115.652, best_decoded=8115.652, eta=1, p_inf=2.1e+02, d_inf=2e+03, gap=nan, nnz=144081(0.22), time=0.51
iter=25040, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00014, gap=nan, nnz=34668(0.068), time=4.3e+03
iter=25045, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.0001, gap=nan, nnz=34691(0.068), time=4.3e+03
iter=25050, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00012, gap=nan, nnz=34682(0.068), time=4.3e+03
iter=25055, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34686(0.068), time=4.3e+03
iter=25060, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=9.4e-05, gap=nan, nnz=34698(0.068), time=4.3e+03
iter=25065, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=9.1e-05, gap=nan, nnz=34719(0.068), time=4.3e+03
iter=25070, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=9.5e-05, gap=nan, nnz=34724(0.068), time=4.3e+03
iter=25075, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=8.6e-05, gap=nan, nnz=34719(0.068), time=4.3e+03
iter=25080, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34709(0.068), time=4.3e+03
iter=25085, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00016, gap=nan, nnz=34700(0.068), time=4.3e+03
iter=25090, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00015, gap=nan, nnz=34720(0.068), time=4.3e+03
iter=25095, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34717(0.068), time=4.3e+03
iter=25100, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00018, gap=nan, nnz=34725(0.068), time=4.3e+03
iter=25105, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=8.7e-05, gap=nan, nnz=34738(0.068), time=4.3e+03
iter=25110, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.0001, gap=nan, nnz=34738(0.068), time=4.3e+03
iter=25115, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00017, gap=nan, nnz=34689(0.068), time=4.3e+03
iter=25120, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34674(0.068), time=4.3e+03
iter=25125, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34697(0.068), time=4.3e+03
iter=25130, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=8.5e-05, gap=nan, nnz=34690(0.068), time=4.3e+03
iter=25135, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=6e-05, gap=nan, nnz=34710(0.068), time=4.3e+03
iter=25140, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34704(0.068), time=4.3e+03
iter=25145, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=9.7e-05, gap=nan, nnz=34712(0.068), time=4.3e+03
iter=25150, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34706(0.068), time=4.3e+03
iter=25155, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00033, gap=nan, nnz=34676(0.068), time=4.4e+03
iter=25160, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00019, gap=nan, nnz=34675(0.068), time=4.4e+03
iter=25165, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00012, gap=nan, nnz=34669(0.068), time=4.4e+03
iter=25170, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34673(0.068), time=4.4e+03
iter=25175, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=9.4e-05, gap=nan, nnz=34681(0.068), time=4.4e+03
iter=25180, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34662(0.068), time=4.4e+03
iter=25185, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34682(0.068), time=4.4e+03
iter=25190, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=8e-05, gap=nan, nnz=34692(0.068), time=4.4e+03
iter=25195, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34710(0.068), time=4.4e+03
iter=25200, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00028, gap=nan, nnz=34678(0.068), time=4.4e+03
iter=25205, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00047, gap=nan, nnz=34643(0.068), time=4.4e+03
iter=25210, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00029, gap=nan, nnz=34649(0.068), time=4.4e+03
iter=25215, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34645(0.068), time=4.4e+03
iter=25220, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00031, gap=nan, nnz=34623(0.068), time=4.4e+03
iter=25225, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00029, gap=nan, nnz=34634(0.068), time=4.4e+03
iter=25230, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00032, gap=nan, nnz=34621(0.068), time=4.4e+03
iter=25235, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00052, gap=nan, nnz=34630(0.068), time=4.4e+03
iter=25240, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00014, gap=nan, nnz=34632(0.068), time=4.4e+03
iter=25245, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.0002, gap=nan, nnz=34630(0.068), time=4.4e+03
iter=25250, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00023, gap=nan, nnz=34647(0.068), time=4.4e+03
iter=25255, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00019, gap=nan, nnz=34657(0.068), time=4.4e+03
iter=25260, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00016, gap=nan, nnz=34663(0.068), time=4.4e+03
iter=25265, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34674(0.068), time=4.4e+03
iter=25270, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34679(0.068), time=4.4e+03
iter=25275, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=9.9e-05, gap=nan, nnz=34681(0.068), time=4.4e+03
iter=25280, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34695(0.068), time=4.4e+03
iter=25285, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34698(0.068), time=4.4e+03
iter=25290, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=8.3e-05, gap=nan, nnz=34695(0.068), time=4.4e+03
iter=25295, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34709(0.068), time=4.4e+03
iter=25300, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=7.9e-05, gap=nan, nnz=34714(0.068), time=4.4e+03
iter=25305, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=7.7e-05, gap=nan, nnz=34710(0.068), time=4.4e+03
iter=25310, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=6.9e-05, gap=nan, nnz=34709(0.068), time=4.4e+03
iter=25315, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.0005, gap=nan, nnz=34617(0.068), time=4.4e+03
iter=25320, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00031, gap=nan, nnz=34577(0.068), time=4.4e+03
iter=25325, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00038, gap=nan, nnz=34567(0.068), time=4.4e+03
iter=25330, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00034, gap=nan, nnz=34603(0.068), time=4.4e+03
iter=25335, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00021, gap=nan, nnz=34596(0.068), time=4.4e+03
iter=25340, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00044, gap=nan, nnz=34617(0.068), time=4.4e+03
iter=25345, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00017, gap=nan, nnz=34627(0.068), time=4.4e+03
iter=25350, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00021, gap=nan, nnz=34612(0.068), time=4.4e+03
iter=25355, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00021, gap=nan, nnz=34620(0.068), time=4.4e+03
iter=25360, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.0002, gap=nan, nnz=34629(0.068), time=4.4e+03
iter=25365, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00024, gap=nan, nnz=34634(0.068), time=4.4e+03
iter=25370, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00017, gap=nan, nnz=34637(0.068), time=4.4e+03
iter=25375, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00022, gap=nan, nnz=34648(0.068), time=4.4e+03
iter=25380, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00032, gap=nan, nnz=34633(0.068), time=4.4e+03
iter=25385, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.0003, gap=nan, nnz=34634(0.068), time=4.4e+03
iter=25390, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00025, gap=nan, nnz=34647(0.068), time=4.4e+03
iter=25395, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00022, gap=nan, nnz=34641(0.068), time=4.4e+03
iter=25400, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00024, gap=nan, nnz=34646(0.068), time=4.4e+03
iter=25405, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00018, gap=nan, nnz=34672(0.068), time=4.4e+03
iter=25410, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00015, gap=nan, nnz=34684(0.068), time=4.4e+03
iter=25415, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.0001, gap=nan, nnz=34683(0.068), time=4.4e+03
iter=25420, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00012, gap=nan, nnz=34679(0.068), time=4.4e+03
iter=25425, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00014, gap=nan, nnz=34664(0.068), time=4.4e+03
iter=25430, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00016, gap=nan, nnz=34673(0.068), time=4.4e+03
iter=25435, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00014, gap=nan, nnz=34683(0.068), time=4.4e+03
iter=25440, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34686(0.068), time=4.4e+03
iter=25445, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34696(0.068), time=4.4e+03
iter=25450, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00015, gap=nan, nnz=34693(0.068), time=4.4e+03
iter=25455, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00014, gap=nan, nnz=34689(0.068), time=4.4e+03
iter=25460, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00015, gap=nan, nnz=34689(0.068), time=4.4e+03
iter=25465, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34688(0.068), time=4.4e+03
iter=25470, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00018, gap=nan, nnz=34686(0.068), time=4.4e+03
iter=25475, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00017, gap=nan, nnz=34698(0.068), time=4.4e+03
iter=25480, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00014, gap=nan, nnz=34698(0.068), time=4.4e+03
iter=25485, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34689(0.068), time=4.4e+03
iter=25490, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34689(0.068), time=4.4e+03
iter=25495, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=9.8e-05, gap=nan, nnz=34691(0.068), time=4.4e+03
iter=25500, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=9.5e-05, gap=nan, nnz=34708(0.068), time=4.4e+03
iter=25505, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34704(0.068), time=4.4e+03
iter=25510, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34719(0.068), time=4.4e+03
iter=25515, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34728(0.068), time=4.4e+03
iter=25520, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00014, gap=nan, nnz=34728(0.068), time=4.4e+03
iter=25525, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00019, gap=nan, nnz=34736(0.068), time=4.4e+03
iter=25530, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00015, gap=nan, nnz=34739(0.068), time=4.4e+03
iter=25535, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34739(0.068), time=4.4e+03
iter=25540, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=9.4e-05, gap=nan, nnz=34750(0.068), time=4.4e+03
iter=25545, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34740(0.068), time=4.4e+03
iter=25550, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34759(0.068), time=4.4e+03
iter=25555, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00012, gap=nan, nnz=34760(0.068), time=4.4e+03
iter=25560, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00017, gap=nan, nnz=34750(0.068), time=4.4e+03
iter=25565, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34744(0.068), time=4.4e+03
iter=25570, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34742(0.068), time=4.4e+03
iter=25575, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=8.7e-05, gap=nan, nnz=34743(0.068), time=4.4e+03
iter=25580, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=7.9e-05, gap=nan, nnz=34749(0.068), time=4.4e+03
iter=25585, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.0001, gap=nan, nnz=34749(0.068), time=4.4e+03
iter=25590, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00012, gap=nan, nnz=34760(0.068), time=4.4e+03
iter=25595, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=8.2e-05, gap=nan, nnz=34761(0.068), time=4.4e+03
iter=25600, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=9e-05, gap=nan, nnz=34758(0.068), time=4.4e+03
iter=25605, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00012, gap=nan, nnz=34754(0.068), time=4.4e+03
iter=25610, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00012, gap=nan, nnz=34753(0.068), time=4.4e+03
iter=25615, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=8.8e-05, gap=nan, nnz=34772(0.068), time=4.4e+03
iter=25620, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00012, gap=nan, nnz=34770(0.068), time=4.4e+03
iter=25625, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=9.9e-05, gap=nan, nnz=34781(0.068), time=4.4e+03
iter=25630, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34779(0.068), time=4.4e+03
iter=25635, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00024, gap=nan, nnz=34777(0.068), time=4.4e+03
iter=25640, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=9.6e-05, gap=nan, nnz=34763(0.068), time=4.4e+03
iter=25645, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34776(0.068), time=4.4e+03
iter=25650, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00012, gap=nan, nnz=34777(0.068), time=4.4e+03
iter=25655, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00014, gap=nan, nnz=34773(0.068), time=4.4e+03
iter=25660, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00012, gap=nan, nnz=34772(0.068), time=4.4e+03
iter=25665, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34779(0.068), time=4.4e+03
iter=25670, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=8.5e-05, gap=nan, nnz=34785(0.068), time=4.4e+03
iter=25675, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=4.7e-05, gap=nan, nnz=34779(0.068), time=4.4e+03
iter=25680, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=5.1e-05, gap=nan, nnz=34779(0.068), time=4.4e+03
iter=25685, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=6.8e-05, gap=nan, nnz=34781(0.068), time=4.4e+03
iter=25690, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=5.9e-05, gap=nan, nnz=34791(0.068), time=4.4e+03
iter=25695, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.0007, gap=nan, nnz=34732(0.068), time=4.4e+03
iter=25700, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00076, gap=nan, nnz=34653(0.068), time=4.4e+03
iter=25705, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00071, gap=nan, nnz=34568(0.068), time=4.4e+03
iter=25710, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00095, gap=nan, nnz=34519(0.068), time=4.4e+03
iter=25715, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00041, gap=nan, nnz=34521(0.068), time=4.4e+03
iter=25720, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00051, gap=nan, nnz=34553(0.068), time=4.4e+03
iter=25725, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00034, gap=nan, nnz=34574(0.068), time=4.4e+03
iter=25730, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00042, gap=nan, nnz=34547(0.068), time=4.4e+03
iter=25735, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00033, gap=nan, nnz=34524(0.068), time=4.4e+03
